-12.4921,2.465508,21.51438
-12.49118,2.459928,21.51555
-12.48922,2.455115,21.51723
-12.48623,2.450936,21.51944
-12.4822,2.447258,21.52218
-12.47713,2.443948,21.52547
-12.47103,2.440875,21.52934
-12.46389,2.437906,21.53378
-12.45572,2.434909,21.53883
-12.4465,2.431751,21.54449
-12.43624,2.428299,21.55077
-12.42495,2.424422,21.55769
-12.41261,2.419987,21.56527
-12.39923,2.414861,21.57352
-12.3848,2.408913,21.58245
-12.36934,2.402009,21.59208
-12.35282,2.394018,21.60243
-12.33526,2.384806,21.61351
-12.31666,2.374242,21.62533
-12.29701,2.362193,21.6379
-12.27631,2.348526,21.65125
-12.26234,2.348109,21.65916
-12.24593,2.347631,21.66842
-12.2273,2.347014,21.6789
-12.20667,2.346185,21.6905
-12.18426,2.345067,21.7031
-12.16028,2.343585,21.71658
-12.13496,2.341664,21.73084
-12.10851,2.339227,21.74576
-12.08116,2.3362,21.76123
-12.05312,2.332507,21.77713
-12.02461,2.328072,21.79334
-11.99584,2.32282,21.80976
-11.96705,2.316674,21.82627
-11.93843,2.309561,21.84276
-11.91023,2.301404,21.85911
-11.88264,2.292128,21.8752
-11.8559,2.281657,21.89093
-11.83021,2.269915,21.90619
-11.80581,2.256828,21.92084
-11.7829,2.242319,21.9348
-11.769,2.237988,21.94265
-11.75301,2.232035,21.95174
-11.73507,2.224561,21.96199
-11.71534,2.215663,21.97329
-11.69397,2.205441,21.98557
-11.67111,2.193995,21.99873
-11.64692,2.181424,22.01267
-11.62154,2.167826,22.02732
-11.59512,2.153302,22.04257
-11.56782,2.137951,22.05833
-11.53979,2.121872,22.07453
-11.51118,2.105165,22.09106
-11.48213,2.087927,22.10783
-11.45281,2.07026,22.12476
-11.42336,2.052262,22.14176
-11.39393,2.034033,22.15872
-11.36468,2.015671,22.17557
-11.33576,1.997277,22.19221
-11.30731,1.978949,22.20855
-11.27949,1.960787,22.2245
-11.25841,1.951163,22.23593
-11.23648,1.940391,22.24785
-11.21381,1.928581,22.2602
-11.19053,1.915842,22.2729
-11.16676,1.902283,22.28588
-11.14263,1.888012,22.29908
-11.11825,1.873139,22.31243
-11.09375,1.857773,22.32585
-11.06925,1.842022,22.33928
-11.04489,1.825996,22.35265
-11.02076,1.809804,22.36589
-10.99701,1.793554,22.37893
-10.97376,1.777356,22.39169
-10.95112,1.761319,22.40412
-10.92922,1.745551,22.41614
-10.90818,1.730162,22.42768
-10.88813,1.71526,22.43867
-10.86919,1.700955,22.44904
-10.85149,1.687355,22.45873
-10.83513,1.67457,22.46766
-10.79939,1.647919,22.48651
-10.76479,1.622809,22.50467
-10.73119,1.599065,22.52224
-10.69842,1.576511,22.53927
-10.66635,1.554971,22.55586
-10.63484,1.53427,22.57208
-10.60372,1.514232,22.58801
-10.57286,1.494682,22.60374
-10.5421,1.475442,22.61933
-10.51131,1.456339,22.63488
-10.48033,1.437196,22.65046
-10.44901,1.417837,22.66615
-10.41722,1.398087,22.68202
-10.38479,1.37777,22.69816
-10.35159,1.356711,22.71465
-10.31747,1.334733,22.73157
-10.28227,1.311661,22.74899
-10.24586,1.287319,22.767
-10.20809,1.261532,22.78568
-10.1688,1.234124,22.8051
-10.14172,1.22201,22.81766
-10.11396,1.208522,22.83053
-10.0856,1.193764,22.84369
-10.05669,1.177842,22.8571
-10.02731,1.160862,22.87074
-9.997509,1.142928,22.88455
-9.967355,1.124145,22.89852
-9.936913,1.10462,22.91261
-9.906244,1.084458,22.9268
-9.875416,1.063762,22.94103
-9.84449,1.04264,22.95529
-9.81353,1.021197,22.96953
-9.782601,0.9995363,22.98373
-9.751766,0.9777649,22.99786
-9.721089,0.9559876,23.01187
-9.690635,0.9343095,23.02574
-9.660465,0.9128361,23.03944
-9.630646,0.8916728,23.05293
-9.601238,0.8709248,23.06618
-9.572309,0.8506972,23.07915
-9.533797,0.8286856,23.09558
-9.49542,0.8071259,23.11189
-9.457193,0.786026,23.12806
-9.419131,0.765394,23.14409
-9.38125,0.7452382,23.15998
-9.343565,0.7255667,23.17572
-9.30609,0.7063877,23.19131
-9.268842,0.6877093,23.20674
-9.231835,0.6695397,23.22201
-9.195086,0.651887,23.2371
-9.158607,0.6347594,23.25202
-9.122416,0.618165,23.26676
-9.086529,0.6021121,23.28131
-9.050959,0.5866087,23.29568
-9.015722,0.5716631,23.30984
-8.980835,0.5572832,23.3238
-8.946311,0.5434775,23.33756
-8.912166,0.5302539,23.3511
-8.878415,0.5176207,23.36443
-8.845075,0.505586,23.37753
-8.795942,0.4787294,23.39617
-8.748308,0.4529903,23.41418
-8.702013,0.4282793,23.43161
-8.656899,0.4045072,23.44853
-8.61281,0.3815846,23.46499
-8.569587,0.359422,23.48106
-8.527072,0.3379304,23.49678
-8.485107,0.3170201,23.51222
-8.443538,0.2966021,23.52743
-8.402204,0.2765869,23.54247
-8.360947,0.2568853,23.55741
-8.31961,0.2374077,23.57229
-8.278036,0.2180651,23.58718
-8.236068,0.1987679,23.60213
-8.193546,0.179427,23.6172
-8.150314,0.1599529,23.63244
-8.106215,0.1402563,23.64793
-8.06109,0.120248,23.66371
-8.014782,0.09983849,23.67984
-7.967133,0.07893853,23.69638
-7.919964,0.0658963,23.71187
-7.872216,0.05141019,23.72745
-7.823913,0.03570533,23.74312
-7.775075,0.01900691,23.75888
-7.725728,0.001540051,23.7747
-7.675894,-0.01647008,23.7906
-7.625597,-0.03479834,23.80656
-7.57486,-0.05321956,23.82258
-7.523706,-0.0715086,23.83864
-7.472158,-0.08944029,23.85474
-7.42024,-0.1067895,23.87088
-7.367976,-0.1233311,23.88705
-7.315387,-0.1388399,23.90323
-7.262498,-0.1530907,23.91943
-7.209332,-0.1658584,23.93564
-7.15591,-0.1769179,23.95185
-7.102259,-0.1860439,23.96805
-7.048399,-0.1930114,23.98424
-6.994356,-0.1975952,24.00041
-6.940152,-0.1995701,24.01655
-6.893198,-0.2125951,24.02962
-6.846845,-0.2242451,24.04249
-6.800912,-0.2346493,24.05519
-6.755219,-0.2439366,24.06777
-6.709585,-0.2522363,24.08027
-6.663831,-0.2596774,24.09274
-6.617774,-0.266389,24.10522
-6.571237,-0.2725002,24.11776
-6.524035,-0.2781401,24.13041
-6.475992,-0.2834378,24.1432
-6.426925,-0.2885223,24.15618
-6.376654,-0.2935228,24.1694
-6.324999,-0.2985684,24.1829
-6.27178,-0.3037881,24.19673
-6.216815,-0.309311,24.21092
-6.159923,-0.3152663,24.22554
-6.100927,-0.3217829,24.24062
-6.039644,-0.3289901,24.2562
-5.975893,-0.3370169,24.27233
-5.909495,-0.3459924,24.28905
-5.86181,-0.346918,24.30026
-5.812039,-0.3492491,24.31183
-5.760437,-0.3528173,24.3237
-5.707253,-0.3574541,24.33582
-5.652742,-0.3629909,24.34814
-5.597156,-0.3692594,24.36062
-5.540746,-0.3760909,24.37319
-5.483766,-0.3833172,24.38581
-5.426467,-0.3907695,24.39841
-5.369102,-0.3982795,24.41096
-5.311923,-0.4056786,24.42339
-5.255182,-0.4127985,24.43566
-5.199132,-0.4194705,24.44772
-5.144025,-0.4255261,24.4595
-5.090114,-0.4307971,24.47096
-5.037651,-0.4351147,24.48205
-4.986887,-0.4383105,24.49272
-4.938077,-0.4402161,24.5029
-4.891471,-0.440663,24.51256
-4.847322,-0.4394826,24.52163
-4.785441,-0.4379429,24.53329
-4.723551,-0.4357045,24.54487
-4.661736,-0.4328248,24.55633
-4.600081,-0.429361,24.56768
-4.538674,-0.4253704,24.57889
-4.477599,-0.4209102,24.58995
-4.416943,-0.4160378,24.60085
-4.356791,-0.4108104,24.61158
-4.29723,-0.4052854,24.62211
-4.238344,-0.3995199,24.63244
-4.18022,-0.3935713,24.64256
-4.122943,-0.3874968,24.65244
-4.0666,-0.3813538,24.66207
-4.011276,-0.3751994,24.67145
-3.957057,-0.3690911,24.68056
-3.904028,-0.363086,24.68937
-3.852276,-0.3572414,24.69789
-3.801886,-0.3516147,24.70609
-3.752945,-0.3462631,24.71397
-3.705537,-0.3412438,24.7215
-3.660554,-0.325088,24.72812
-3.614761,-0.3093761,24.73477
-3.568203,-0.2940741,24.74145
-3.520926,-0.2791476,24.74815
-3.472977,-0.2645624,24.75487
-3.424401,-0.2502842,24.7616
-3.375244,-0.2362787,24.76833
-3.325552,-0.2225117,24.77506
-3.275373,-0.2089489,24.78178
-3.224751,-0.1955561,24.78849
-3.173733,-0.1822989,24.79517
-3.122364,-0.1691432,24.80182
-3.070691,-0.1560546,24.80844
-3.01876,-0.1429989,24.81501
-2.966618,-0.1299419,24.82154
-2.914309,-0.1168492,24.82801
-2.86188,-0.1036865,24.83442
-2.809377,-0.09041978,24.84076
-2.756846,-0.0770146,24.84703
-2.704334,-0.06343671,24.85322
-2.649157,-0.03664171,24.85872
-2.59245,-0.01045394,24.86425
-2.534323,0.01513004,24.86979
-2.474883,0.04011365,24.87533
-2.414239,0.06450035,24.88087
-2.352498,0.08829356,24.88638
-2.289769,0.1114967,24.89188
-2.226161,0.1341133,24.89733
-2.16178,0.1561466,24.90274
-2.096736,0.1776002,24.90809
-2.031137,0.1984776,24.91338
-1.965091,0.218782,24.91858
-1.898705,0.2385171,24.9237
-1.832089,0.2576861,24.92872
-1.765351,0.2762926,24.93364
-1.698598,0.2943399,24.93844
-1.631938,0.3118316,24.94311
-1.565481,0.3287711,24.94764
-1.499335,0.3451616,24.95202
-1.433606,0.3610069,24.95625
-1.363266,0.3874535,24.95908
-1.293723,0.4142021,24.96174
-1.224912,0.4412372,24.96422
-1.156769,0.4685431,24.96653
-1.089229,0.4961041,24.96868
-1.022227,0.5239047,24.97066
-0.9556996,0.5519292,24.97247
-0.8895811,0.580162,24.97412
-0.8238074,0.6085874,24.97562
-0.7583137,0.6371899,24.97696
-0.6930354,0.6659538,24.97816
-0.6279079,0.6948634,24.9792
-0.5628667,0.7239031,24.98009
-0.4978472,0.7530574,24.98085
-0.4327846,0.7823105,24.98146
-0.3676145,0.8116469,24.98193
-0.3022721,0.8410509,24.98227
-0.236693,0.8705069,24.98247
-0.1708124,0.8999993,24.98255
-0.1045659,0.9295124,24.9825
-0.05784517,0.9548362,24.98133
-0.01083616,0.9812062,24.98002
0.03640064,1.008472,24.9786
0.08380474,1.036482,24.97705
0.1313156,1.065088,24.9754
0.1788728,1.094137,24.97365
0.2264157,1.12348,24.97181
0.2738839,1.152966,24.96988
0.3212169,1.182445,24.96789
0.3683541,1.211766,24.96583
0.4152351,1.240778,24.96372
0.4617993,1.269332,24.96157
0.5079862,1.297276,24.95938
0.5537354,1.32446,24.95716
0.5989863,1.350733,24.95493
0.6436783,1.375946,24.95268
0.6877511,1.399947,24.95045
0.7311441,1.422586,24.94821
0.7737967,1.443713,24.946
0.8156485,1.463177,24.94381
0.862541,1.485824,24.94056
0.9090127,1.507435,24.93732
0.9551474,1.528114,24.9341
1.001029,1.547964,24.93087
1.046741,1.567089,24.92764
1.092367,1.585593,24.92437
1.13799,1.60358,24.92107
1.183695,1.621152,24.91773
1.229565,1.638413,24.91432
1.275684,1.655468,24.91084
1.322136,1.672419,24.90728
1.369003,1.689371,24.90363
1.416371,1.706427,24.89986
1.464322,1.723691,24.89598
1.51294,1.741265,24.89197
1.56231,1.759255,24.88782
1.612514,1.777763,24.88351
1.663636,1.796893,24.87904
1.71576,1.816749,24.87439
1.76897,1.837434,24.86955
1.814464,1.851926,24.8649
1.860849,1.865594,24.86017
1.908019,1.878483,24.85536
1.955871,1.890639,24.85049
2.0043,1.902108,24.84555
2.053202,1.912936,24.84056
2.102472,1.923167,24.83551
2.152006,1.932848,24.83042
2.2017,1.942024,24.8253
2.25145,1.950741,24.82014
2.30115,1.959044,24.81495
2.350697,1.966979,24.80975
2.399986,1.974592,24.80453
2.448912,1.981928,24.79931
2.497373,1.989032,24.79408
2.545262,1.995951,24.78886
2.592476,2.00273,24.78365
2.638911,2.009415,24.77846
2.684461,2.016051,24.77329
2.729023,2.022683,24.76815
2.782651,2.021399,24.7619
2.837526,2.020058,24.75541
2.893578,2.018646,24.74867
2.950732,2.017147,24.7417
3.008917,2.015547,24.73451
3.06806,2.01383,24.72711
3.12809,2.011981,24.7195
3.188934,2.009986,24.7117
3.25052,2.007828,24.70371
3.312775,2.005493,24.69555
3.375628,2.002966,24.68722
3.439005,2.000232,24.67873
3.502834,1.997275,24.6701
3.567044,1.994081,24.66133
3.631562,1.990634,24.65243
3.696316,1.986919,24.64341
3.761232,1.982921,24.63428
3.826241,1.978625,24.62505
3.891267,1.974016,24.61572
3.95624,1.969079,24.60632
4.014438,1.958096,24.5973
4.073127,1.946629,24.58813
4.132248,1.934738,24.5788
4.191738,1.922483,24.56933
4.251537,1.909925,24.55973
4.311585,1.897125,24.55
4.37182,1.884144,24.54014
4.432182,1.871041,24.53017
4.49261,1.857877,24.52009
4.553042,1.844714,24.50991
4.613419,1.831611,24.49964
4.673678,1.81863,24.48927
4.733759,1.80583,24.47883
4.793602,1.793272,24.46831
4.853146,1.781018,24.45772
4.912328,1.769126,24.44708
4.97109,1.757659,24.43638
5.029369,1.746677,24.42563
5.087105,1.736239,24.41484
5.144238,1.726408,24.40402
5.208777,1.719285,24.39027
5.272277,1.710904,24.37673
5.334814,1.70134,24.36338
5.396461,1.690669,24.35021
5.457295,1.678967,24.33719
5.517391,1.666309,24.3243
5.576823,1.65277,24.31151
5.635667,1.638428,24.29881
5.693999,1.623356,24.28616
5.751893,1.607631,24.27356
5.809425,1.591329,24.26097
5.86667,1.574524,24.24838
5.923702,1.557293,24.23575
5.980598,1.539711,24.22308
6.037434,1.521854,24.21033
6.094282,1.503797,24.19749
6.151219,1.485616,24.18453
6.208321,1.467386,24.17143
6.265662,1.449184,24.15817
6.323318,1.431085,24.14472
6.363701,1.412547,24.13493
