11.48291,14.80734,-12.39255
10.36219,14.9886,-12.69804
9.241614,15.16423,-12.96246
8.122167,15.33469,-13.18571
7.00484,15.5005,-13.36772
5.890628,15.66213,-13.50839
4.780523,15.82007,-13.60762
3.675519,15.97482,-13.66534
2.576606,16.12686,-13.68144
1.484778,16.27668,-13.65584
0.4010277,16.42477,-13.58845
-0.6736529,16.57163,-13.47918
-1.738271,16.71774,-13.32794
-2.791835,16.86358,-13.13463
-3.833349,17.00965,-12.89917
-4.861825,17.15645,-12.62148
-5.876268,17.30445,-12.30145
-6.875687,17.45415,-11.939
-7.859087,17.60604,-11.53403
-8.825477,17.76061,-11.08647
-9.773865,17.91833,-10.59621
-10.46799,18.02056,-9.780159
-11.1133,18.13019,-8.952544
-11.71048,18.24675,-8.114834
-12.26025,18.36975,-7.268497
-12.7633,18.49871,-6.414998
-13.22035,18.63316,-5.555804
-13.63209,18.77261,-4.692383
-13.99924,18.91658,-3.826201
-14.32249,19.0646,-2.958724
-14.60256,19.21618,-2.091419
-14.84014,19.37084,-1.225753
-15.03594,19.5281,-0.3631929
-15.19066,19.68749,0.4947953
-15.30502,19.84851,1.346744
-15.37971,20.0107,2.191187
-15.41544,20.17356,3.026658
-15.41292,20.33663,3.851691
-15.37284,20.49941,4.664818
-15.29591,20.66143,5.464571
-15.18285,20.82221,6.249487
-14.68076,21.03653,6.895565
-14.17823,21.24275,7.508083
-13.67392,21.44128,8.088156
-13.1665,21.63251,8.636899
-12.65466,21.81684,9.155428
-12.13706,21.99468,9.644855
-11.61238,22.16642,10.1063
-11.0793,22.33248,10.54087
-10.53648,22.49324,10.94969
-9.982615,22.64912,11.33386
-9.416361,22.8005,11.69451
-8.8364,22.94781,12.03275
-8.241405,23.09142,12.34969
-7.630053,23.23175,12.64645
-7.001015,23.3692,12.92414
-6.352967,23.50416,13.18389
-5.684584,23.63705,13.42679
-4.994538,23.76825,13.65397
-4.281507,23.89818,13.86655
-3.544163,24.02723,14.06563
-2.725752,24.18002,13.65057
-1.959253,24.32513,13.20105
-1.245091,24.46264,12.7198
-0.5836931,24.59264,12.20955
0.02451378,24.71526,11.67301
0.5791035,24.83056,11.1129
1.079649,24.93867,10.53196
